2021-05-01 13:30:50 INFO  EmployeeServiceImpl:33 - CHECK EMPLOYEE EXISTS SERVICE TO b@trial.com
2021-05-01 13:36:03 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND ALL AND ALL REIMBURSEMENETS SERVICE TO b@trial.com
2021-05-01 13:36:04 INFO  ReimbursmentRepositoryJdbc:94 - REIMBURSEMENTS OF EMPLOYEE WITH THIS USERNAME: B@TRIAL.COM, WERE FOUND IN RDS
2021-05-01 13:36:04 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:36:04 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: ALL FOR EMPLOYEE WITH USERNAME: b@trial.com, WERE FOUND IN RDS
2021-05-01 13:36:04 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:36:19 INFO  EmployeeControllerImpl:113 - AN EMPLOYEE WITH THIS USERNAME: b@trial.com, JUST LOGGEDOUT
2021-05-01 13:36:52 INFO  EmployeeServiceImpl:58 - LOGIN SERVICE TO hshallal@gmail.com
2021-05-01 13:36:52 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 13:36:52 INFO  EmployeeControllerImpl:50 - AN EMPLOYEE WITH THIS USERNAME: hshallal@gmail.com, JUST LOGGEDIN
2021-05-01 13:36:52 INFO  EmployeeControllerImpl:170 - GET EMPLOYEE COUNT
2021-05-01 13:36:52 INFO  EmployeeServiceImpl:52 - LIST ALL EMPLOYEES SERVICE
2021-05-01 13:36:53 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 13:36:56 INFO  EmployeeControllerImpl:170 - GET EMPLOYEE COUNT
2021-05-01 13:36:56 INFO  EmployeeServiceImpl:52 - LIST ALL EMPLOYEES SERVICE
2021-05-01 13:36:57 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 13:36:58 INFO  FinancialManagerServiceImpl:38 - SHOW ALL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:36:59 INFO  ReimbursmentRepositoryJdbc:58 - ALL REIMBURSEMENTS ARE SELECTED
2021-05-01 13:36:59 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:37:01 INFO  FinancialManagerServiceImpl:38 - SHOW ALL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:37:01 INFO  ReimbursmentRepositoryJdbc:58 - ALL REIMBURSEMENTS ARE SELECTED
2021-05-01 13:37:01 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:37:41 INFO  FinancialManagerServiceImpl:38 - SHOW ALL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:37:41 INFO  ReimbursmentRepositoryJdbc:58 - ALL REIMBURSEMENTS ARE SELECTED
2021-05-01 13:37:41 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:37:45 INFO  FinancialManagerServiceImpl:38 - SHOW TRAVEL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:37:45 INFO  ReimbursmentRepositoryJdbc:135 - REIMBURSEMENTS OF TYPE: TRAVEL, WERE FOUND IN RDS
2021-05-01 13:37:45 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:38:01 INFO  FinancialManagerServiceImpl:38 - SHOW ALL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:38:01 INFO  ReimbursmentRepositoryJdbc:58 - ALL REIMBURSEMENTS ARE SELECTED
2021-05-01 13:38:01 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:38:04 INFO  FinancialManagerServiceImpl:38 - SHOW TRAVEL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:38:04 INFO  ReimbursmentRepositoryJdbc:135 - REIMBURSEMENTS OF TYPE: TRAVEL, WERE FOUND IN RDS
2021-05-01 13:38:04 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:38:10 INFO  FinancialManagerServiceImpl:38 - SHOW TRAVEL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:38:10 INFO  ReimbursmentRepositoryJdbc:135 - REIMBURSEMENTS OF TYPE: TRAVEL, WERE FOUND IN RDS
2021-05-01 13:38:10 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:38:13 INFO  FinancialManagerServiceImpl:38 - SHOW TRAVEL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:38:13 INFO  ReimbursmentRepositoryJdbc:135 - REIMBURSEMENTS OF TYPE: TRAVEL, WERE FOUND IN RDS
2021-05-01 13:38:13 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:38:17 INFO  FinancialManagerServiceImpl:38 - SHOW ALL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:38:17 INFO  ReimbursmentRepositoryJdbc:135 - REIMBURSEMENTS OF TYPE: ALL, WERE FOUND IN RDS
2021-05-01 13:38:17 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:38:49 INFO  FinancialManagerServiceImpl:38 - SHOW ALL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:38:50 INFO  ReimbursmentRepositoryJdbc:58 - ALL REIMBURSEMENTS ARE SELECTED
2021-05-01 13:38:50 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:39:15 INFO  EmployeeControllerImpl:113 - AN EMPLOYEE WITH THIS USERNAME: hshallal@gmail.com, JUST LOGGEDOUT
2021-05-01 13:39:22 INFO  EmployeeServiceImpl:58 - LOGIN SERVICE TO b@trial.com
2021-05-01 13:39:23 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 13:39:23 INFO  EmployeeControllerImpl:50 - AN EMPLOYEE WITH THIS USERNAME: b@trial.com, JUST LOGGEDIN
2021-05-01 13:39:23 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND ALL AND APPROVED REIMBURSEMENETS SERVICE TO b@trial.com
2021-05-01 13:39:23 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND ALL AND ALL REIMBURSEMENETS SERVICE TO b@trial.com
2021-05-01 13:39:23 INFO  ReimbursmentRepositoryJdbc:94 - REIMBURSEMENTS OF EMPLOYEE WITH THIS USERNAME: B@TRIAL.COM, WERE FOUND IN RDS
2021-05-01 13:39:23 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:39:23 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: ALL FOR EMPLOYEE WITH USERNAME: b@trial.com, WERE FOUND IN RDS
2021-05-01 13:39:23 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:41:33 INFO  EmployeeControllerImpl:113 - AN EMPLOYEE WITH THIS USERNAME: b@trial.com, JUST LOGGEDOUT
2021-05-01 13:42:04 INFO  EmployeeServiceImpl:33 - CHECK EMPLOYEE EXISTS SERVICE TO z@trial.com
2021-05-01 13:42:04 INFO  EmployeeRepositoryJdbc:71 - AN EMPLOYEE WITH THIS USERNAME: z@trial.com, IS NOT FOUND IN RDS
2021-05-01 13:42:04 INFO  EmployeeControllerImpl:102 - AN EMPLOYEE WITH THIS USERNAME: z@trial.com, DOES NOT EXIST
2021-05-01 13:42:04 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO z@trial.com
2021-05-01 13:42:05 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 13:42:05 INFO  EmployeeControllerImpl:75 - REGISTRATION SUCCESSFUL BY z@trial.com
2021-05-01 13:42:40 INFO  EmployeeServiceImpl:58 - LOGIN SERVICE TO z@trial.com
2021-05-01 13:42:40 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 13:42:40 INFO  EmployeeControllerImpl:50 - AN EMPLOYEE WITH THIS USERNAME: z@trial.com, JUST LOGGEDIN
2021-05-01 13:42:40 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND ALL AND ALL REIMBURSEMENETS SERVICE TO z@trial.com
2021-05-01 13:42:40 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND ALL AND APPROVED REIMBURSEMENETS SERVICE TO z@trial.com
2021-05-01 13:42:41 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: ALL FOR EMPLOYEE WITH USERNAME: z@trial.com, WERE FOUND IN RDS
2021-05-01 13:42:41 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:42:41 INFO  ReimbursmentRepositoryJdbc:94 - REIMBURSEMENTS OF EMPLOYEE WITH THIS USERNAME: Z@TRIAL.COM, WERE FOUND IN RDS
2021-05-01 13:42:41 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:43:14 INFO  EmployeeServiceImpl:65 - REIMBURSEMENET SUBMISSION SERVICE TO z@trial.com
2021-05-01 13:43:14 INFO  ReimbursmentRepositoryJdbc:275 - A REIMBURSEMENT IS INSERTED TO THE RDS
2021-05-01 13:43:14 INFO  EmployeeControllerImpl:150 - REIMBURSEMENET SUBMISSION SUCCESSFUL: a8677b15-538d-4fed-b6c4-fb5d92ea6261 BY z@trial.com
2021-05-01 13:43:22 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND ALL AND ALL REIMBURSEMENETS SERVICE TO z@trial.com
2021-05-01 13:43:22 INFO  ReimbursmentRepositoryJdbc:94 - REIMBURSEMENTS OF EMPLOYEE WITH THIS USERNAME: Z@TRIAL.COM, WERE FOUND IN RDS
2021-05-01 13:43:22 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:43:26 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND TRAVEL AND ALL REIMBURSEMENETS SERVICE TO z@trial.com
2021-05-01 13:43:26 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: TRAVEL FOR EMPLOYEE WITH USERNAME: z@trial.com, WERE FOUND IN RDS
2021-05-01 13:43:26 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:43:28 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND FOOD AND ALL REIMBURSEMENETS SERVICE TO z@trial.com
2021-05-01 13:43:28 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: FOOD FOR EMPLOYEE WITH USERNAME: z@trial.com, WERE FOUND IN RDS
2021-05-01 13:43:28 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:43:30 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND LODGING AND ALL REIMBURSEMENETS SERVICE TO z@trial.com
2021-05-01 13:43:30 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: LODGING FOR EMPLOYEE WITH USERNAME: z@trial.com, WERE FOUND IN RDS
2021-05-01 13:43:30 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:43:32 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND OTHER AND ALL REIMBURSEMENETS SERVICE TO z@trial.com
2021-05-01 13:43:32 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: OTHER FOR EMPLOYEE WITH USERNAME: z@trial.com, WERE FOUND IN RDS
2021-05-01 13:43:32 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:43:37 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND OTHER AND APPROVED REIMBURSEMENETS SERVICE TO z@trial.com
2021-05-01 13:43:37 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: OTHER FOR EMPLOYEE WITH USERNAME: z@trial.com, WERE FOUND IN RDS
2021-05-01 13:43:37 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:43:38 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND OTHER AND DENIED REIMBURSEMENETS SERVICE TO z@trial.com
2021-05-01 13:43:39 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: OTHER FOR EMPLOYEE WITH USERNAME: z@trial.com, WERE FOUND IN RDS
2021-05-01 13:43:39 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:43:40 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND OTHER AND PENDING REIMBURSEMENETS SERVICE TO z@trial.com
2021-05-01 13:43:41 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: OTHER FOR EMPLOYEE WITH USERNAME: z@trial.com, WERE FOUND IN RDS
2021-05-01 13:43:41 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:43:43 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND ALL AND ALL REIMBURSEMENETS SERVICE TO z@trial.com
2021-05-01 13:43:44 INFO  ReimbursmentRepositoryJdbc:94 - REIMBURSEMENTS OF EMPLOYEE WITH THIS USERNAME: Z@TRIAL.COM, WERE FOUND IN RDS
2021-05-01 13:43:44 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:43:47 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND ALL AND PENDING REIMBURSEMENETS SERVICE TO z@trial.com
2021-05-01 13:43:48 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: ALL FOR EMPLOYEE WITH USERNAME: z@trial.com, WERE FOUND IN RDS
2021-05-01 13:43:48 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:43:51 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND ALL AND DENIED REIMBURSEMENETS SERVICE TO z@trial.com
2021-05-01 13:43:51 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: ALL FOR EMPLOYEE WITH USERNAME: z@trial.com, WERE FOUND IN RDS
2021-05-01 13:43:51 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:43:53 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND ALL AND PENDING REIMBURSEMENETS SERVICE TO z@trial.com
2021-05-01 13:43:54 INFO  ReimbursmentRepositoryJdbc:210 - REIMBURSEMENTS OF TYPE: ALL FOR EMPLOYEE WITH USERNAME: z@trial.com, WERE FOUND IN RDS
2021-05-01 13:43:54 INFO  EmployeeControllerImpl:165 - LIST OF EMPLOYEE PREVIOUS REIMBURSEMENETS IS VIEWED
2021-05-01 13:43:58 INFO  EmployeeControllerImpl:113 - AN EMPLOYEE WITH THIS USERNAME: z@trial.com, JUST LOGGEDOUT
2021-05-01 13:44:11 INFO  EmployeeServiceImpl:58 - LOGIN SERVICE TO hshallal@gmail.com
2021-05-01 13:44:11 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 13:44:11 INFO  EmployeeControllerImpl:50 - AN EMPLOYEE WITH THIS USERNAME: hshallal@gmail.com, JUST LOGGEDIN
2021-05-01 13:44:11 INFO  EmployeeControllerImpl:170 - GET EMPLOYEE COUNT
2021-05-01 13:44:11 INFO  EmployeeServiceImpl:52 - LIST ALL EMPLOYEES SERVICE
2021-05-01 13:44:12 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 13:45:38 INFO  EmployeeControllerImpl:170 - GET EMPLOYEE COUNT
2021-05-01 13:45:38 INFO  EmployeeServiceImpl:52 - LIST ALL EMPLOYEES SERVICE
2021-05-01 13:45:39 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 13:45:40 INFO  FinancialManagerServiceImpl:38 - SHOW ALL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:45:41 INFO  ReimbursmentRepositoryJdbc:58 - ALL REIMBURSEMENTS ARE SELECTED
2021-05-01 13:45:41 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:45:53 INFO  FinancialManagerServiceImpl:38 - SHOW ALL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:45:53 INFO  ReimbursmentRepositoryJdbc:58 - ALL REIMBURSEMENTS ARE SELECTED
2021-05-01 13:45:53 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:45:56 INFO  FinancialManagerServiceImpl:38 - SHOW TRAVEL REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:45:57 INFO  ReimbursmentRepositoryJdbc:135 - REIMBURSEMENTS OF TYPE: TRAVEL, WERE FOUND IN RDS
2021-05-01 13:45:57 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:46:00 INFO  FinancialManagerServiceImpl:38 - SHOW FOOD REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:46:00 INFO  ReimbursmentRepositoryJdbc:135 - REIMBURSEMENTS OF TYPE: FOOD, WERE FOUND IN RDS
2021-05-01 13:46:00 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:46:03 INFO  FinancialManagerServiceImpl:38 - SHOW FOOD REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:46:04 INFO  ReimbursmentRepositoryJdbc:135 - REIMBURSEMENTS OF TYPE: FOOD, WERE FOUND IN RDS
2021-05-01 13:46:04 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:46:06 INFO  FinancialManagerServiceImpl:38 - SHOW FOOD REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:46:07 INFO  ReimbursmentRepositoryJdbc:135 - REIMBURSEMENTS OF TYPE: FOOD, WERE FOUND IN RDS
2021-05-01 13:46:07 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:46:09 INFO  FinancialManagerServiceImpl:38 - SHOW FOOD REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:46:09 INFO  ReimbursmentRepositoryJdbc:135 - REIMBURSEMENTS OF TYPE: FOOD, WERE FOUND IN RDS
2021-05-01 13:46:09 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:46:12 INFO  FinancialManagerServiceImpl:38 - SHOW LODGING REIMBURSEMENETS SERVICE TO A FINANCE MANAGER
2021-05-01 13:46:12 INFO  ReimbursmentRepositoryJdbc:135 - REIMBURSEMENTS OF TYPE: LODGING, WERE FOUND IN RDS
2021-05-01 13:46:12 INFO  FinancialManagerControllerImpl:47 - LIST OF REIMBURSEMENETS IS VIEWED BY A FINANCE MANAGER
2021-05-01 13:47:07 INFO  EmployeeServiceImpl:52 - LIST ALL EMPLOYEES SERVICE
2021-05-01 13:47:08 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 13:47:08 INFO  EmployeeServiceImpl:58 - LOGIN SERVICE TO 0vo5r3bec9@trial.com
2021-05-01 13:47:08 DEBUG EmployeeRepositoryJdbc:204 - AN UNREGISTERED EMPLOYEE TRIED TO AUTHENTICATE
2021-05-01 13:47:08 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO 0vo5r3bec9@trial.com
2021-05-01 13:47:09 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 13:47:09 INFO  EmployeeServiceImpl:58 - LOGIN SERVICE TO 0vo5r3bec9@trial.com
2021-05-01 13:47:09 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 13:47:09 INFO  EmployeeServiceImpl:33 - CHECK EMPLOYEE EXISTS SERVICE TO hshallal@icloud.com
2021-05-01 13:47:10 INFO  EmployeeRepositoryJdbc:68 - AN EMPLOYEE WITH THIS USERNAME: hshallal@icloud.com, IS FOUND IN RDS
2021-05-01 13:47:10 INFO  EmployeeServiceImpl:33 - CHECK EMPLOYEE EXISTS SERVICE TO dexpq37jx5@trial.com
2021-05-01 13:47:10 INFO  EmployeeRepositoryJdbc:71 - AN EMPLOYEE WITH THIS USERNAME: dexpq37jx5@trial.com, IS NOT FOUND IN RDS
2021-05-01 13:47:10 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO acpagskur3@trial.com
2021-05-01 13:47:11 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 13:47:11 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO hshallal@icloud.com
2021-05-01 13:47:11 DEBUG EmployeeRepositoryJdbc:142 - ISSUES WITH INSERTING AN EMPLOYEE
2021-05-01 13:47:11 INFO  EmployeeServiceImpl:52 - LIST ALL EMPLOYEES SERVICE
2021-05-01 13:47:12 INFO  EmployeeRepositoryJdbc:104 - ALL EMPLOYEES ARE SELECTED
2021-05-01 13:47:12 INFO  EmployeeServiceImpl:65 - REIMBURSEMENET SUBMISSION SERVICE TO hshallal@icloud.com
2021-05-01 13:47:12 INFO  ReimbursmentRepositoryJdbc:275 - A REIMBURSEMENT IS INSERTED TO THE RDS
2021-05-01 13:47:12 INFO  EmployeeServiceImpl:65 - REIMBURSEMENET SUBMISSION SERVICE TO kdvzmtbs2q@trial.com
2021-05-01 13:47:13 DEBUG ReimbursmentRepositoryJdbc:283 - ISSUES WITH INSERTING A REIMBURSEMENT
2021-05-01 13:47:13 INFO  EmployeeServiceImpl:39 - REGISTRATION SERVICE TO ga6xjge5jt@trial.com
2021-05-01 13:47:13 INFO  EmployeeRepositoryJdbc:134 - AN EMPLOYEE IS INSERTED TO THE RDS
2021-05-01 13:47:13 INFO  EmployeeServiceImpl:58 - LOGIN SERVICE TO ga6xjge5jt@trial.com
2021-05-01 13:47:14 INFO  EmployeeRepositoryJdbc:196 - AN EMPLOYEE IS AUTHENTICATED
2021-05-01 13:47:14 INFO  EmployeeServiceImpl:65 - REIMBURSEMENET SUBMISSION SERVICE TO ga6xjge5jt@trial.com
2021-05-01 13:47:14 INFO  ReimbursmentRepositoryJdbc:275 - A REIMBURSEMENT IS INSERTED TO THE RDS
2021-05-01 13:47:14 INFO  EmployeeServiceImpl:71 - SHOW PREVIOUS AND ALL AND PENDING REIMBURSEMENETS SERVICE TO ga6xjge5jt@trial.com
